trans_date_trans_time,cc_num,merchant,category,amt,gender,city,state,zip,lat,long,city_pop,job,merch_lat,merch_long,is_fraud,trans_hour,trans_day,trans_month_year,age,risk_level,cust_avg,is_flagged
2019-01-01 00:22:44,630412733309,fraud_Torphy-Goyette,shopping_pos,66.21,F,Republic,MI,49879,46.368,-87.9938,1038,Armed forces training and education officer,46.412038,-88.516663,0,0,1,2019-01,54,Low,57.01021739130434,0
2019-01-01 00:23:41,2712209726293386,fraud_Balistreri-Nader,misc_pos,25.58,F,Baton Rouge,LA,70808,30.4066,-91.1468,378909,"Designer, furniture",29.737426,-90.853194,0,0,1,2019-01,41,Low,90.74712259835316,0
2019-01-01 00:23:58,374125201044065,"fraud_Bahringer, Schoen and Corkery",shopping_pos,9.03,M,Washington,DC,20012,38.9757,-77.0282,601723,"Optician, dispensing",38.880898,-76.44111600000001,0,0,1,2019-01,48,Low,67.48413321167884,0
2019-01-01 00:25:46,349612764943496,fraud_Hudson-Ratke,grocery_pos,99.0,M,Big Creek,KY,40914,37.1046,-83.5706,467,"Psychologist, forensic",36.823545,-83.90104000000001,0,0,1,2019-01,34,Low,97.53988165680474,0
2019-01-01 00:26:22,3598215285024754,fraud_Heidenreich PLC,grocery_pos,207.36,F,Bellmore,NY,11710,40.6729,-73.5365,34496,"Librarian, public",40.202538,-73.859212,0,0,1,2019-01,48,Low,87.6315397260274,1
2019-01-01 00:27:45,213141712584544,fraud_Halvorson Group,misc_pos,181.35,F,Florence,MS,39073,32.153,-90.1217,19685,Fine artist,31.939812,-90.726209,0,0,1,2019-01,34,Low,87.7539235872798,0
2019-01-01 00:27:56,30561214688470,fraud_Harber Inc,gas_transport,82.22,F,Allentown,PA,18103,40.5891,-75.4645,166081,"Scientist, research (maths)",40.586238,-75.802249,0,0,1,2019-01,20,Low,47.748768861454046,0
2019-01-01 00:29:11,4789911625179723,"fraud_Mosciski, Gislason and Mertz",grocery_pos,221.81,F,Moriches,NY,11955,40.8095,-72.8229,3285,"Research officer, trade union",40.011959,-72.594808,0,0,1,2019-01,30,Low,85.30526315789473,1
2019-01-01 00:30:49,676372984911,"fraud_Christiansen, Goyette and Schamberger",gas_transport,53.6,F,Esbon,KS,66941,39.7562,-98.4462,242,Tourism officer,40.332519,-99.062962,0,0,1,2019-01,31,Medium,60.07083584543711,0
2019-01-01 00:31:01,30011465039817,fraud_Howe Ltd,misc_pos,54.02,F,Chatham,NY,12037,42.3496,-73.5873,4015,Human resources officer,42.041783,-73.076424,0,0,1,2019-01,47,Low,90.39166890982504,0
2019-01-01 00:31:51,4642255475285942,fraud_Ledner-Pfannerstill,gas_transport,102.13,F,Thompson,UT,84540,38.9999,-109.615,46,"Surveyor, minerals",39.807313,-109.348294,0,0,1,2019-01,31,Low,59.12440264477884,0
2019-01-01 00:32:15,30074693890476,fraud_Lockman Ltd,grocery_pos,212.75,F,Holcomb,KS,67851,37.9931,-100.9893,2691,Arboriculturist,38.862183,-101.234087,0,0,1,2019-01,25,Low,88.44478008864644,1
2019-01-01 00:32:15,180067784565096,fraud_Koepp-Witting,grocery_pos,130.4,F,North Prairie,WI,53153,42.9385,-88.395,2328,Applications developer,42.236269,-88.397336,0,0,1,2019-01,77,Low,62.497738054314205,0
2019-01-01 00:32:47,213126662687660,fraud_Doyle Ltd,grocery_pos,91.16,M,Laredo,TX,78040,27.5155,-99.4986,248858,Video editor,27.588953000000004,-99.816911,0,0,1,2019-01,47,Low,62.577089995431706,0
2019-01-01 00:33:51,2266735643685262,"fraud_Schaefer, Maggio and Daugherty",gas_transport,55.78,M,Grant,AL,35747,34.4959,-86.259,5901,Curator,35.255978000000006,-86.041872,0,0,1,2019-01,46,Low,59.19739951906561,0
2019-01-01 00:34:10,3553629419254918,fraud_Stracke-Lemke,grocery_pos,83.07,F,Conway,WA,98238,48.34,-122.3456,85,"Research officer, political party",48.682111,-122.719904,0,0,1,2019-01,34,Low,52.71149052727688,0
2019-01-01 00:36:12,3511058278399773,"fraud_Mosciski, Ziemann and Farrell",shopping_net,4.38,F,New Goshen,IN,47863,39.5803,-87.4616,205,"Engineer, mining",39.681736,-88.323862,0,0,1,2019-01,59,Low,65.15623306233063,0
2019-01-01 00:36:58,4110266553600176127,fraud_Cartwright-Harris,grocery_pos,130.89,F,Sunflower,MS,38778,33.5567,-90.5451,1686,"Education officer, community",33.595647,-90.234118,0,0,1,2019-01,32,Low,54.87845528455285,0
2019-01-01 00:37:18,4265776278887457,fraud_Pacocha-O'Reilly,grocery_pos,103.0,F,Enola,AR,72047,35.2087,-92.2123,969,"Physicist, medical",35.034285,-92.34301,0,0,1,2019-01,65,Low,63.83823851953393,0
2019-01-01 00:39:22,3583793405872580,fraud_Pfeffer LLC,grocery_net,50.82,F,Roosevelt,OK,73564,34.847,-98.9836,551,Amenity horticulturist,34.852665,-98.90267,0,0,1,2019-01,48,Low,58.24985606579849,0
2019-01-01 00:39:37,213193596103206,fraud_Huels-Hahn,gas_transport,60.77,M,Pointe Aux Pins,MI,49775,45.7549,-84.447,95,Electrical engineer,45.323099,-85.11654300000001,0,0,1,2019-01,24,Low,93.79548353909465,0
2019-01-01 00:39:43,60495593109,fraud_Volkman PLC,food_dining,122.86,M,Dallas,TX,75210,32.7699,-96.743,1263321,Television camera operator,32.282224,-97.46183,0,0,1,2019-01,76,Low,64.89167115902966,0
2019-01-01 00:40:44,4725837176265195730,fraud_Kiehn-Emmerich,grocery_pos,212.45,F,Jay,FL,32565,30.8985,-87.1332,5719,Higher education careers adviser,31.414174,-87.138632,0,0,1,2019-01,24,Low,117.77397039030956,1
2019-01-01 00:40:48,30404291151692,fraud_Kemmer-Buckridge,misc_pos,7.33,F,North Tonawanda,NY,14120,43.0498,-78.851,45100,Ambulance person,43.1763,-77.901777,0,0,1,2019-01,25,Low,91.53162457337883,0
2019-01-01 00:40:50,213178850083780,fraud_Cummerata-Jones,gas_transport,70.53,M,Athena,OR,97813,45.8289,-118.4971,1302,Dealer,46.043252,-117.962133,0,0,1,2019-01,42,Low,93.61953075170842,0
2019-01-01 00:40:58,2356276337669917,"fraud_Goldner, Kovacek and Abbott",grocery_pos,58.26,M,Chester,MD,21619,38.9583,-76.2842,5848,Paediatric nurse,39.240962,-76.71273199999999,0,0,1,2019-01,37,Low,60.79183923705722,0
2019-01-01 00:41:43,3568736585751727,fraud_Spinka-Welch,grocery_net,50.45,M,Elkhart,IA,50073,41.8114,-93.4855,1195,Trading standards officer,41.776673,-93.350689,0,0,1,2019-01,44,Low,97.76444242148384,0
2019-01-01 00:41:45,4642255475285942,fraud_Huel-Langworth,misc_net,177.57,F,Thompson,UT,84540,38.9999,-109.615,46,"Surveyor, minerals",38.419431,-109.380252,0,0,1,2019-01,31,Low,59.12440264477884,0
2019-01-01 00:42:26,4509142395811241,fraud_Macejkovic-Lesch,shopping_pos,8.57,F,Surrency,GA,31563,31.6489,-82.1982,1324,"Engineer, technical sales",32.023302,-82.58345,0,0,1,2019-01,92,Low,62.29473828258638,0
2019-01-01 00:43:38,3547560454237873,fraud_Corwin-Collins,gas_transport,56.66,M,Arcadia,MI,49613,44.5232,-86.2061,680,"Designer, jewellery",44.00529,-86.25199,0,0,1,2019-01,52,Low,62.01477884176927,0
2019-01-01 00:44:20,4433091568498503,fraud_Morar Inc,grocery_net,75.34,F,Gaithersburg,MD,20882,39.2335,-77.1458,135332,Clinical biochemist,38.817293,-77.83346800000001,0,0,1,2019-01,82,Low,85.12524324324325,0
2019-01-01 00:44:43,2720433095629877,"fraud_Eichmann, Bogan and Rodriguez",gas_transport,62.54,M,Bowdoin,ME,4287,44.0575,-69.9656,3224,"Engineer, electronics",43.585423,-70.449359,0,0,1,2019-01,21,Low,51.02070187471422,0
2019-01-01 00:45:13,4716561796955522,"fraud_Huel, Hammes and Witting",grocery_pos,92.84,F,Heart Butte,MT,59448,48.2777,-112.8456,743,Water engineer,49.080153,-113.53238,0,0,1,2019-01,46,Low,52.53786712485682,0
2019-01-01 00:46:18,3536918668124647,"fraud_Ferry, Lynch and Kautzer",misc_net,2.76,F,San Jose,CA,95148,37.3304,-121.7913,973849,Science writer,37.548452000000005,-121.536454,0,0,1,2019-01,63,Medium,71.36848443843031,0
2019-01-01 00:47:55,3525668150756629,fraud_Heathcote LLC,shopping_net,101.35,M,Rumely,MI,49826,46.3481,-87.0436,137,Film/video editor,46.796891,-86.331091,0,0,1,2019-01,28,Low,98.76395776566756,0
2019-01-01 00:48:09,4707867759656333,fraud_Huel-Langworth,misc_net,303.47,F,Cranks,KY,40820,36.7558,-83.1838,581,"Psychologist, counselling",36.394203000000005,-82.51428299999999,0,0,1,2019-01,51,Low,57.383628076572464,1
2019-01-01 00:49:25,4666314527820883145,"fraud_Little, Gutmann and Lynch",shopping_net,83.52,M,Ravenna,NE,68869,41.0233,-98.9041,2202,"Solicitor, Scotland",40.992141,-98.831582,0,0,1,2019-01,44,Medium,99.021,0
2019-01-01 00:49:31,2248735346244816,fraud_Torphy-Goyette,shopping_pos,9.97,M,Utica,KS,67584,38.6411,-100.138,269,Product/process development scientist,38.075226,-99.138453,0,0,1,2019-01,56,High,57.12535849056604,0
2019-01-01 00:50:53,4512828414983801773,fraud_Jaskolski-Dibbert,grocery_net,16.16,F,Uledi,PA,15484,39.8936,-79.7856,328,Tree surgeon,39.222743,-78.839099,0,0,1,2019-01,35,Low,57.042066605839416,0
2019-01-01 00:52:57,3501509250702469,fraud_Hackett-Lueilwitz,grocery_pos,59.56,M,Naples,FL,34112,26.1184,-81.7361,276002,"Programme researcher, broadcasting/film/video",25.801181,-82.351291,0,0,1,2019-01,40,Low,62.13916924133196,0
2019-01-01 00:55:05,30273037698427,fraud_Cummings LLC,gas_transport,57.23,M,Thida,AR,72165,35.5762,-91.4539,111,Careers information officer,36.144895,-92.188172,0,0,1,2019-01,18,Low,72.74936228571428,0
2019-01-01 00:56:12,3558881852140592,"fraud_Swaniawski, Lowe and Robel",shopping_pos,317.14,M,Parks,AZ,86018,35.2563,-111.95,759,"Geologist, engineering",35.268124,-112.682895,0,0,1,2019-01,61,Low,65.9868485675307,1
2019-01-01 00:56:44,30487648872433,"fraud_Osinski, Ledner and Leuschke",grocery_pos,127.88,F,Central,IN,47110,38.097,-86.1723,350,Counsellor,38.860981,-86.77339599999999,0,0,1,2019-01,64,Low,60.02197278911565,0
2019-01-01 00:56:59,571465035400,"fraud_Reichert, Huels and Hoppe",shopping_net,113.4,M,Fort Washakie,WY,82514,43.0048,-108.8964,1645,Freight forwarder,42.868965,-108.50335,0,0,1,2019-01,42,Low,92.4937089041096,0
2019-01-01 00:57:17,378006354724784,fraud_Ankunding LLC,shopping_net,94.53,M,Etlan,VA,22719,38.5095,-78.2638,395,Senior tax professional/tax inspector,37.84676,-79.262334,0,0,1,2019-01,37,Low,94.95239189189188,0
2019-01-01 00:57:30,341283058448499,fraud_Pfeffer and Sons,shopping_pos,1.82,M,Brinson,GA,39825,30.9788,-84.7373,1461,"Engineer, broadcasting (operations)",31.973466,-84.244731,0,0,1,2019-01,83,Medium,64.01587030716723,0
2019-01-01 00:58:02,4481131401752,"fraud_Greenholt, Jacobi and Gleason",gas_transport,75.77,M,Shrewsbury,MA,1545,42.2848,-71.7205,35299,English as a second language teacher,42.889256,-71.88810699999999,0,0,1,2019-01,43,Medium,57.22272479564033,0
2019-01-01 00:58:53,4687263141103,fraud_Kunze Inc,grocery_pos,108.59,F,Bigelow,MN,56117,43.5336,-95.6515,399,Economist,44.51103,-95.934394,0,0,1,2019-01,41,Low,62.31781081081081,0
2019-01-01 00:59:25,5456776410929288,fraud_Harris Inc,gas_transport,48.68,F,North Washington,PA,16048,41.0472,-79.8089,139,Patent attorney,40.237898,-79.89407299999999,0,0,1,2019-01,64,Medium,61.135522439191504,0
2019-01-01 01:00:19,4981132848794,"fraud_Connelly, Reichert and Fritsch",gas_transport,72.35,M,Holloway,OH,43985,40.0113,-80.9701,128,Child psychotherapist,39.308098,-81.698525,0,1,1,2019-01,72,Low,63.1770593607306,0
2019-01-01 01:00:48,6011893664860915,fraud_Howe Ltd,misc_pos,218.71,F,Littleton,CO,80120,39.5994,-105.0044,320420,Water engineer,39.335171,-104.102882,0,1,1,2019-01,43,Low,89.37482742857142,1
2019-01-01 01:01:48,6534628260579800,fraud_Torp-Labadie,gas_transport,52.59,F,Hinesburg,VT,5461,44.3346,-73.098,4542,Claims inspector/assessor,45.084808,-73.626071,0,1,1,2019-01,20,Low,51.7434314396532,0
2019-01-01 01:02:16,376028110684021,fraud_Wolf Inc,grocery_pos,89.11,M,Meadville,MO,64659,39.7795,-93.3014,964,Tourist information centre manager,40.773306,-92.821257,0,1,1,2019-01,44,Low,98.26132191780822,0
2019-01-01 01:02:53,571365235126,fraud_VonRueden Group,grocery_net,89.35,F,Elberta,MI,49628,44.5995,-86.2141,372,"Exhibitions officer, museum/gallery",44.630758,-87.12389399999999,0,1,1,2019-01,23,Low,59.39297439414723,0
2019-01-01 01:04:48,3518758680062249,fraud_Vandervort-Funk,grocery_pos,50.68,M,Moab,UT,84532,38.5677,-109.5271,9772,Location manager,38.482541,-108.853856,0,1,1,2019-01,29,Medium,57.26987232102143,0
2019-01-01 01:06:06,5456776410929288,fraud_Bernhard Inc,gas_transport,64.47,F,North Washington,PA,16048,41.0472,-79.8089,139,Patent attorney,40.068764,-79.826882,0,1,1,2019-01,64,Medium,61.135522439191504,0
2019-01-01 01:06:22,3577578023716568,"fraud_Morissette, Weber and Wiegand",grocery_net,63.58,F,Diamond,OH,44412,41.0935,-81.0425,2644,"Engineer, biomedical",41.8136,-81.23076999999999,0,1,1,2019-01,35,Low,91.72092060232715,0
2019-01-01 01:08:31,213112402583773,fraud_Brekke and Sons,gas_transport,81.85,F,Bradley,SC,29819,34.0326,-82.2027,1523,Research scientist (physical sciences),33.828472999999995,-81.642924,0,1,1,2019-01,34,Low,58.18129680365296,0
2019-01-01 01:09:22,3592325941359225,fraud_Mraz-Herzog,gas_transport,59.7,F,Hopewell,VA,23860,37.2876,-77.295,31970,Purchasing manager,36.962777,-77.640054,0,1,1,2019-01,83,Low,71.16588075880759,0
2019-01-01 01:09:41,4683520018489354,fraud_Ledner-Pfannerstill,gas_transport,90.54,M,Hawthorne,CA,90250,33.9143,-118.3493,93193,"Editor, magazine features",32.990285,-117.836803,0,1,1,2019-01,23,Low,67.73915409236398,0
2019-01-01 01:09:57,3502088871723054,fraud_Padberg-Welch,grocery_pos,50.57,M,Kensington,MD,20895,39.0298,-77.0793,19054,Operations geologist,38.394608000000005,-76.437916,0,1,1,2019-01,42,Low,59.67862417943107,0
2019-01-01 01:09:57,180048185037117,"fraud_Rippin, Kub and Mann",misc_net,3.79,F,Plainfield,NJ,7060,40.6152,-74.415,71485,Leisure centre manager,40.813669,-75.283465,0,1,1,2019-01,44,Low,87.32806709265176,0
2019-01-01 01:10:16,6511349151405438,fraud_Kutch-Hegmann,grocery_net,54.54,M,Ruth,NV,89319,39.3426,-114.8859,450,Interpreter,38.69322,-115.87599,0,1,1,2019-01,72,Low,60.54048032936871,0
2019-01-01 01:11:02,4198470814557,fraud_Corwin-Gorczany,misc_net,3.35,F,Avoca,IA,51521,41.4768,-95.3509,2036,Engineering geologist,41.907592,-95.809232,0,1,1,2019-01,47,Low,58.7876912568306,0
2019-01-01 01:14:11,4423489490781412,fraud_Huels-Nolan,gas_transport,50.61,M,Princeton,IA,52768,41.6858,-90.3706,1426,Agricultural consultant,41.027284,-89.416172,0,1,1,2019-01,61,Low,58.11817722681359,0
2019-01-01 01:14:11,3518234918950662,fraud_Jaskolski-Dibbert,grocery_net,50.74,F,Sherman,TX,75092,33.6372,-96.6184,46563,Systems developer,34.266941,-96.709668,0,1,1,2019-01,48,Low,88.72027991218441,0
2019-01-01 01:14:55,6593250708747804,fraud_DuBuque LLC,grocery_pos,186.73,F,Loxahatchee,FL,33470,26.7383,-80.27600000000001,26551,Paramedic,27.610009,-79.49811,0,1,1,2019-01,42,Low,84.09824817518248,0
2019-01-01 01:15:01,6011492816282597,fraud_Kutch-Hegmann,grocery_net,39.95,M,Smackover,AR,71762,33.3398,-92.7442,2501,Financial adviser,33.651123,-91.902918,0,1,1,2019-01,32,Low,58.52891175125743,0
2019-01-01 01:16:52,6593250708747804,fraud_Brekke and Sons,gas_transport,55.18,F,Loxahatchee,FL,33470,26.7383,-80.27600000000001,26551,Paramedic,27.346033,-80.475563,0,1,1,2019-01,42,Low,84.09824817518248,0
2019-01-01 01:17:44,4149238353975790,"fraud_Mosciski, Gislason and Mertz",grocery_pos,92.99,M,Cokeburg,PA,15324,40.1008,-80.0652,632,Dealer,40.706082,-80.366274,0,1,1,2019-01,29,Low,96.09582477754962,0
2019-01-01 01:18:10,639046421587,fraud_Schmeler Inc,misc_pos,43.02,M,Leetsdale,PA,15056,40.5662,-80.2099,1140,"Administrator, education",41.419964,-79.957263,0,1,1,2019-01,32,Low,97.63354663036078,0
2019-01-01 01:19:02,2235613922823698,"fraud_Schaefer, McGlynn and Bosco",gas_transport,51.33,F,Manville,WY,82227,42.73,-104.7024,241,Educational psychologist,42.508248,-105.34481,0,1,1,2019-01,38,Low,59.57193228454172,0
2019-01-01 01:19:13,5104807169438134,fraud_Williamson LLC,misc_pos,47.85,F,Westhampton Beach,NY,11978,40.8295,-72.6473,3255,Financial trader,40.712685,-72.124522,0,1,1,2019-01,40,Low,91.074205862304,0
2019-01-01 01:20:50,180040027502291,fraud_Pouros-Conroy,shopping_pos,9.23,F,New York City,NY,10162,40.7699,-73.9511,1577385,Audiological scientist,41.395142,-74.887524,0,1,1,2019-01,61,Low,68.94074424898511,0
2019-01-01 01:21:50,4129767952109660,fraud_Erdman-Kertzmann,gas_transport,80.36,F,Halstad,MN,56548,47.3551,-96.798,771,"Scientist, audiological",46.60956,-96.630804,0,1,1,2019-01,46,Low,61.487007498295846,0
2019-01-01 01:22:14,4018105808392773675,fraud_Kuhn LLC,misc_net,6.36,F,Allenhurst,NJ,7711,40.2367,-74.0067,1533,"Administrator, charities/voluntary organisations",39.926556,-73.774415,0,1,1,2019-01,83,Low,63.25386456908344,0
2019-01-01 01:22:56,4474324669797121,fraud_Fisher-Schowalter,shopping_net,226.33,M,June Lake,CA,93529,37.7773,-119.0825,633,Health service manager,36.819789,-119.670559,0,1,1,2019-01,91,Low,62.88178294573643,1
2019-01-01 01:23:00,30376238035123,fraud_Medhurst PLC,shopping_net,215.99,F,Sixes,OR,97476,42.825,-124.4409,217,Retail merchandiser,42.988724,-123.904978,0,1,1,2019-01,90,Low,64.80057259713702,1
2019-01-01 01:23:17,348789608637806,fraud_Kerluke Inc,misc_net,1.47,F,Holstein,NE,68950,40.4542,-98.6538,331,Telecommunications researcher,41.14486,-99.38762,0,1,1,2019-01,68,Low,59.39782683093772,0
2019-01-01 01:23:26,180014262259255,fraud_Stark-Batz,entertainment,5.83,F,Brantley,AL,36009,31.571,-86.2743,2566,Exercise physiologist,31.798954,-86.213243,0,1,1,2019-01,60,Low,69.191621253406,0
2019-01-01 01:23:38,2260801330657968,"fraud_Gottlieb, Considine and Schultz",shopping_net,51.04,F,Paxton,MA,1612,42.3066,-71.9202,4845,Accounting technician,41.948237,-71.668538,0,1,1,2019-01,92,Low,76.71869918699187,0
2019-01-01 01:23:50,4979422371139333,fraud_Bauch-Raynor,grocery_pos,122.05,F,Westerville,NE,68881,41.4193,-99.3844,73,Product designer,41.609064,-99.650276,0,1,1,2019-01,83,Low,72.02596785225718,0
2019-01-01 01:25:26,375767678113375,"fraud_Adams, Kovacek and Kuhlman",grocery_net,106.19,M,Timberville,VA,22853,38.6476,-78.7717,4367,Waste management officer,38.336898,-79.568795,0,1,1,2019-01,56,Low,74.5273962608299,0
2019-01-01 01:26:03,6011388901471808,"fraud_Huel, Hammes and Witting",grocery_pos,129.09,F,Dunlevy,PA,15432,40.1151,-79.8627,427,Mining engineer,40.92927,-79.548333,0,1,1,2019-01,67,Medium,61.90281506849316,0
