cc_num,total_spending,avg_transaction,max_transaction,total_trans_count,days_active,daily_velocity,recent_spending_trend,most_freq_category,customer_peak_hour,vel_z,vel_points,spike_ratio,spike_points,amt_cat_points,night_points,total_risk_score,risk_band
561942763351,192832.58,87.69103228740336,1715.42,2199,664,3.3117469879518073,168.11428571428573,shopping_pos,18,-0.011199246620459707,0,1.9171206146062783,0,0,0,0,Low
565399283797,73609.54,99.87725915875168,1066.55,737,447,1.6487695749440716,134.9542857142857,home,14,-1.223110377777677,0,1.3512013330259716,0,0,0,0,Low
567868110212,304064.68,83.44255762897915,2713.44,3644,714,5.103641456582633,53.01285714285711,shopping_pos,23,1.294661455639507,0,0.6353215750957043,0,0,20,20,Low
568279015842,133241.27,90.82567825494205,834.38,1467,621,2.36231884057971,66.69285714285714,grocery_pos,14,-0.703104338676492,0,0.7342951731739831,0,25,0,25,Low
570273151375,49892.98,67.24121293800539,1092.32,742,444,1.6711711711711712,41.18142857142857,gas_transport,19,-1.2067849943954645,0,0.6124432735827765,0,0,0,0,Low
571314334723,45445.82,61.2477358490566,2045.93,742,454,1.6343612334801763,71.1,gas_transport,23,-1.2336105982046204,0,1.1608592385394298,0,0,20,20,Low
571365235126,259784.87,59.39297439414723,3413.05,4374,713,6.134642356241234,44.58142857142854,gas_transport,12,2.046013492507823,0,0.7506178807542889,0,0,0,0,Low
571465035400,270081.63,92.4937089041096,1195.5,2920,706,4.135977337110481,64.93000000000009,home,21,0.5894667197178036,0,0.7019936898337005,0,0,0,0,Low
571844099986,147807.24,67.4303102189781,1969.49,2192,667,3.2863568215892056,38.067142857142855,gas_transport,0,-0.029702579856427987,0,0.5645405268568519,0,0,20,20,Low
573283817795,51612.32,70.22084353741496,1392.24,735,454,1.618942731277533,51.349999999999966,shopping_pos,4,-1.24484698319638,0,0.731264357037234,0,0,20,20,Low
573860193545,173803.84,59.37951486163307,4399.61,2927,705,4.15177304964539,37.09428571428585,gas_transport,18,0.6009780004459003,0,0.6246983627387904,0,0,0,0,Low
577588686219,158572.56,72.30850889192887,1060.69,2193,650,3.373846153846154,33.05285714285714,gas_transport,22,0.03405613074923113,0,0.45710881954788213,0,0,0,0,Low
577891228931,8789.74,732.4783333333334,1140.72,12,2,6.0,773.2299999999999,shopping_net,23,1.9478915523193134,0,1.0556353202711342,0,25,20,45,Medium
580954173374,96320.12,65.61316076294277,2405.26,1468,606,2.4224422442244222,80.92142857142856,grocery_pos,2,-0.6592888174612642,0,1.2333109338200279,0,25,20,45,Medium
581293083266,211948.55,96.47180245789713,1111.45,2197,685,3.2072992700729928,87.96428571428575,home,20,-0.0873165473914686,0,0.9118134363942844,0,0,0,0,Low
581508178315,75223.39,102.62399727148704,1022.16,733,430,1.7046511627906977,81.46142857142861,home,20,-1.1823861215079674,0,0.7937853790271506,0,0,0,0,Low
581686439828,213987.9,58.57867506159321,4394.25,3653,716,5.101955307262569,56.88714285714287,grocery_pos,22,1.293432657753382,0,0.9711237544606163,0,25,0,25,Low
583699482621,161204.07,73.44148974943053,6423.02,2195,658,3.335866261398176,41.63857142857156,home,2,0.006377910914236874,0,0.5669625108455051,0,0,20,20,Low
584673555952,181995.58,62.54143642611683,2455.56,2910,695,4.18705035971223,87.27000000000014,gas_transport,23,0.6266866868134213,0,1.3953948771722942,0,0,20,20,Low
586100864972,9874.94,822.9116666666667,1135.26,12,2,6.0,886.5228571428571,misc_net,22,1.9478915523193134,0,1.0773001441744745,0,25,0,25,Low
630412733309,41959.52,57.010217391304344,1022.06,736,445,1.6539325842696628,14.54285714285716,gas_transport,16,-1.2193477839967817,0,0.25509211871686976,0,0,0,0,Low
630423337322,244612.73,56.07811325080239,7134.75,4362,723,6.033195020746888,37.15142857142865,gas_transport,16,1.972082749883078,0,0.6624942676882425,0,0,0,0,Low
630424987505,255964.09,58.49270795246801,4772.77,4376,724,6.044198895027624,22.464285714285715,gas_transport,14,1.980101931395928,0,0.384052756328883,0,0,0,0,Low
630425673344,153951.33000000002,70.00969986357435,11371.95,2199,663,3.316742081447964,44.790000000000006,gas_transport,21,-0.007559023150307778,0,0.6397684904703325,0,0,0,0,Low
630441765090,189940.07,65.114868015084,12518.62,2917,702,4.155270655270655,62.03000000000008,gas_transport,15,0.603526914914913,0,0.9526242145746298,0,0,0,0,Low
630451534402,266240.9,60.86897576588935,14630.68,4374,722,6.058171745152355,154.82428571428576,gas_transport,19,1.990284783230052,0,2.543566468240927,30,0,0,30,Medium
630469040731,176519.52,60.514062392869384,1433.54,2917,701,4.161198288159771,70.61428571428574,gas_transport,12,0.6078467356313835,0,1.1669070447765297,0,0,0,0,Low
630471368021,71692.17,97.14386178861788,1174.68,738,441,1.6734693877551021,73.0685714285714,grocery_pos,18,-1.2051101464762504,0,0.752168691703511,0,25,0,25,Low
630484879808,276267.37,94.51500855285666,820.01,2923,701,4.1697574893009985,84.38142857142857,home,22,0.6140843375709707,0,0.8927833776181592,0,0,0,0,Low
639023984367,225010.86,61.646810958904105,10881.08,3650,716,5.097765363128492,29.715714285714302,gas_transport,18,1.2903791947927326,0,0.4820316545737268,0,0,0,0,Low
639030014711,133024.56,90.67795501022495,1062.26,1467,602,2.4368770764119603,76.94285714285715,home,22,-0.6487692916591524,0,0.8485288087295416,0,0,0,0,Low
639046421587,143423.68,97.63354663036078,1158.64,1469,603,2.4361525704809286,81.68999999999998,home,14,-0.6492972824758279,0,0.8367001181394871,0,0,0,0,Low
639077309909,45014.81,61.411746248294676,1080.21,733,449,1.6325167037861916,57.45857142857143,grocery_pos,2,-1.2349548173445826,0,0.9356283600251308,0,25,20,45,Medium
639095706599,46918.29,64.00858117326058,1213.1,733,431,1.7006960556844548,62.98571428571425,gas_transport,8,-1.1852684446769306,0,0.9840198475142325,0,0,0,0,Low
675909898057,126944.45999999999,86.35677551020407,27390.12,1470,593,2.478920741989882,45.81285714285714,shopping_pos,7,-0.6181295572226043,0,0.5305068058897568,0,0,0,0,Low
675945690716,128768.9,58.45161143894689,6942.06,2203,640,3.4421875,38.12142857142857,gas_transport,12,0.08386055832249335,0,0.6521878119861017,0,0,0,0,Low
675961917837,64338.61,86.59301480484523,14407.25,743,424,1.7523584905660377,52.12714285714286,gas_transport,16,-1.1476189375904602,0,0.601978611954115,0,0,0,0,Low
675990301623,160154.42,54.660211604095565,1856.16,2930,698,4.197707736389685,36.42571428571435,gas_transport,14,0.6344533547929837,0,0.6664027309214634,0,0,0,0,Low
676102124465,276780.31,94.91780178326475,6181.12,2916,698,4.177650429799427,64.05857142857138,home,16,0.6198363955200359,0,0.6748846920711742,0,0,0,0,Low
676118385837,96489.47,65.86311945392491,1148.75,1465,590,2.483050847457627,61.02428571428577,gas_transport,23,-0.6151197022780559,0,0.9265319684254526,0,0,20,20,Low
676148621961,92524.59,62.94189795918367,1245.06,1470,619,2.374798061389338,106.88142857142859,gas_transport,1,-0.6940099838830596,0,1.6980966897556642,0,0,20,20,Low
676173792455,149273.68,68.13038795070743,3333.99,2191,665,3.294736842105263,73.24999999999993,kids_pets,10,-0.02359555755817096,0,1.0751443255100288,0,0,0,0,Low
676179782773,8247.53,749.7754545454546,1017.68,11,2,5.5,833.5328571428571,shopping_pos,22,1.5835116390151092,0,1.1117099820881435,0,0,0,0,Low
676195318214,169544.61,58.14287037037037,3599.47,2916,707,4.124469589816124,19.777142857142923,gas_transport,18,0.5810803357949147,0,0.3401473427638234,0,0,0,0,Low
676234256292,71240.3,96.79388586956522,1189.69,736,455,1.6175824175824176,99.57428571428576,grocery_pos,23,-1.2458383251689653,0,1.0287249532317286,0,25,20,45,Medium
676245600876,104111.79,70.8243469387755,2763.63,1470,595,2.4705882352941178,24.42857142857142,gas_transport,3,-0.6242019533574229,0,0.3449177081673458,0,0,20,20,Low
676248282243,94872.13,64.67084526244035,1353.72,1467,603,2.4328358208955225,110.76999999999998,gas_transport,7,-0.651714396328592,0,1.7128274657689249,0,0,0,0,Low
676275912597,80628.4,108.37150537634407,993.65,744,447,1.6644295302013423,132.07000000000002,grocery_pos,22,-1.2116980314996932,0,1.2186782820941509,0,25,0,25,Low
676281772837,161036.82,73.36529384965831,11960.97,2195,674,3.2566765578635013,43.0871428571429,grocery_pos,11,-0.051332363702864106,0,0.587295989646521,0,25,0,25,Low
676292294938,49174.95,66.90469387755101,917.85,735,442,1.66289592760181,100.78714285714287,gas_transport,12,-1.2128156594642145,0,1.5064285779650008,0,0,0,0,Low
676298633337,125001.32,57.0261496350365,1727.69,2192,685,3.2,61.91571428571428,gas_transport,18,-0.09263596218423062,0,1.0857425002734826,0,0,0,0,Low
676308307625,49395.87,66.66109311740891,2347.65,741,445,1.6651685393258426,65.35571428571426,home,20,-1.2111594713382603,0,0.9804176803792354,0,0,0,0,Low
676309913934,83508.84,57.04155737704918,2127.11,1464,623,2.34991974317817,48.7542857142857,gas_transport,16,-0.7121403027489391,0,0.8547151928552027,0,0,0,0,Low
676314217768,66863.71,91.46882352941178,1161.72,731,459,1.5925925925925926,77.33142857142862,shopping_net,19,-1.2640499056955248,0,0.8454402886964291,0,25,0,25,Low
676326610042,66847.38,90.21238866396762,1026.44,741,433,1.7113163972286374,119.02999999999997,shopping_pos,13,-1.17752876641467,0,1.3194418390070033,0,0,0,0,Low
676327197445,6197.95,774.74375,1091.61,8,2,4.0,843.4214285714286,shopping_net,22,0.4903718991024962,0,1.0886456697087632,0,25,0,25,Low
676369110710,170065.43,58.14202735042735,4088.92,2925,699,4.184549356223176,39.71428571428572,gas_transport,21,0.6248640559443913,0,0.6830564313645974,0,0,0,0,Low
676372984911,219198.48,60.07083584543711,6297.01,3649,715,5.103496503496504,140.83999999999997,gas_transport,16,1.2945558196535936,0,2.344565345526118,30,0,0,30,Medium
4006047418382,93042.92,63.46720327421555,1055.17,1466,602,2.435215946843854,49.66428571428573,gas_transport,21,-0.6499798561551797,0,0.7825188940452739,0,0,0,0,Low
4026222041577,67507.11,90.97993261455525,1456.24,742,439,1.6902050113895217,65.02285714285716,shopping_pos,16,-1.1929138962982473,0,0.7146944966241336,0,0,0,0,Low
4066595222529,138963.23,63.39563412408759,3971.9,2192,668,3.281437125748503,77.65571428571425,gas_transport,18,-0.03328785654426446,0,1.2249378897877203,0,0,0,0,Low
4076173495454,7807.280000000001,650.6066666666667,1154.81,12,2,6.0,726.1428571428571,shopping_net,22,1.9478915523193134,0,1.1161011627243145,0,25,0,25,Low
4079773899158,178175.31,60.99805203697364,1093.55,2921,711,4.108298171589311,42.207142857142834,gas_transport,18,0.5692952558519303,0,0.6919424710736534,0,0,0,0,Low
4103158249977,74743.76,101.00508108108107,1160.11,740,438,1.6894977168949772,70.10714285714286,home,13,-1.1934293441114525,0,0.6940952089416658,0,0,0,0,Low
4149635823017,173935.15,59.62809393212204,4080.93,2917,706,4.131728045325779,57.92857142857146,gas_transport,22,0.5863700065735757,0,0.9714979568945262,0,0,0,0,Low
4158008602445,42092.01,56.9580649526387,2825.78,739,442,1.6719457013574661,73.38,gas_transport,23,-1.2062205479111971,0,1.2883162386400648,0,0,20,20,Low
4169388510116,136261.0,62.33348581884721,5451.54,2186,667,3.2773613193403297,76.93857142857144,gas_transport,18,-0.03625814051557434,0,1.2343056130723917,0,0,0,0,Low
4186530744674,147741.39,67.40026916058395,2383.68,2192,663,3.306184012066365,34.6757142857143,shopping_pos,8,-0.015253319962161558,0,0.5144744185382697,0,0,0,0,Low
4189814094741,44543.02,60.52040760869565,1928.22,736,435,1.6919540229885057,45.519999999999996,gas_transport,19,-1.1916392869086356,0,0.7521429844676001,0,0,0,0,Low
4195740185974,96467.48,65.62413605442177,1078.15,1470,603,2.4378109452736316,50.74714285714278,grocery_pos,4,-0.6480887255494459,0,0.7732999763236261,0,25,20,45,Medium
4198470814557,172130.36,58.7876912568306,5899.86,2928,703,4.165007112375533,14.917142857142988,gas_transport,18,0.6106224537064439,0,0.25374602298928944,0,0,0,0,Low
4220345354880,152314.17,69.23371363636365,4682.99,2200,658,3.3434650455927053,35.551428571428495,home,1,0.011915599566276606,0,0.5134987956612486,0,0,20,20,Low
4239436242473,87905.46,59.96279672578445,3445.61,1466,615,2.383739837398374,53.50571428571435,grocery_pos,20,-0.6874935767491431,0,0.8923151888728781,0,25,0,25,Low
4247921790666,150214.16,68.62227501142074,1536.63,2189,667,3.2818590704647677,89.0414285714286,gas_transport,7,-0.032980360186001166,0,1.2975586798398846,0,0,0,0,Low
4259996134423,100702.94,68.6454942058623,3069.16,1467,601,2.4409317803660566,15.320000000000066,gas_transport,4,-0.6458143863086168,0,0.22317560937148503,0,0,20,20,Low
4260128500325,162108.76,73.71930877671669,1256.8,2199,652,3.3726993865030677,66.91428571428574,gas_transport,12,0.03322041277912339,0,0.9076900858763853,0,0,0,0,Low
4279161831637,87453.63,59.69531058020478,4571.4,1465,616,2.3782467532467533,234.73142857142855,gas_transport,19,-0.6914967158030236,0,3.932158594870708,30,0,0,30,Medium
4294930380592,172806.87,59.01873975409836,1122.27,2928,703,4.165007112375533,34.070000000000014,gas_transport,2,0.6106224537064439,0,0.5772742715610788,0,0,20,20,Low
4295296907373,4272.48,712.0799999999999,1061.53,6,1,6.0,712.0799999999999,misc_net,22,1.9478915523193134,0,1.0,0,25,0,25,Low
4306630852918,108252.31,73.89236177474403,3113.61,1465,583,2.5128644939965694,55.54428571428576,gas_transport,9,-0.593392714395772,0,0.7516918444643689,0,0,0,0,Low
4383521454815,94371.12,64.32932515337423,8059.02,1467,605,2.424793388429752,64.26285714285714,home,12,-0.6575753980178566,0,0.9989667541147275,0,0,0,0,Low
4393520897625,149151.42,101.67104294478528,1020.45,1467,609,2.4088669950738915,77.95285714285717,grocery_pos,18,-0.6691819136783709,0,0.7667164109370964,0,25,0,25,Low
4396682467723,51039.3,69.2527815468114,1482.96,737,435,1.6942528735632183,50.81285714285714,kids_pets,4,-1.1899639769624093,0,0.7337301983821429,0,0,20,20,Low
4427805710168,100902.22,45.906378525932666,3440.42,2198,652,3.371165644171779,30.357142857142858,gas_transport,22,0.03210268298371149,0,0.6612837656099142,0,0,0,0,Low
4440581794652,53112.76,72.16407608695653,3944.28,736,443,1.6613995485327313,39.19142857142857,home,7,-1.2139061604151367,0,0.5430877896116003,0,0,0,0,Low
4457486401506,6263.21,626.321,1100.75,10,2,5.0,606.7771428571428,shopping_net,22,1.219131725710905,0,0.9687957818070012,0,25,0,25,Low
4464457352619,217548.78,59.66779484366429,8981.87,3646,712,5.120786516853933,177.43285714285707,gas_transport,16,1.3071560867900105,0,2.973678809611605,30,0,0,30,Medium
4471568287204,96832.56,66.36912954078136,2239.64,1459,597,2.4438860971524288,86.37142857142855,shopping_pos,1,-0.6436613989196339,0,1.301379559579074,0,0,20,20,Low
4476840372112,153308.99,52.46714236824093,2041.13,2922,704,4.150568181818182,41.09285714285715,gas_transport,16,0.6000999411770576,0,0.7832112687679216,0,0,0,0,Low
4481131401752,84002.96,57.22272479564033,1892.71,1468,606,2.4224422442244222,22.95142857142854,grocery_pos,23,-0.6592888174612642,0,0.4010894037883557,0,25,20,45,Medium
4500002361389,178317.8,60.92169456781687,1202.47,2927,698,4.193409742120344,41.448571428571526,gas_transport,5,0.6313211492344949,0,0.6803581502880187,0,0,0,0,Low
4505383113689,103247.76,70.4762866894198,5356.03,1465,593,2.4704890387858347,97.5957142857142,kids_pets,1,-0.6242742437875993,0,1.3848021635391539,0,0,20,20,Low
4538566639857,149160.46,67.8619017288444,4394.68,2198,672,3.2708333333333335,20.697142857142865,shopping_pos,8,-0.04101547446613503,0,0.3049891372016419,0,0,0,0,Low
4561546772499,219163.8,60.044876712328765,5695.02,3650,717,5.0906555090655505,55.62571428571422,home,16,1.2851978187786124,0,0.9264023399067588,0,0,0,0,Low
4561892980175,97430.14,66.23394969408565,3424.8,1471,610,2.411475409836066,92.5,kids_pets,9,-0.667281005788566,0,1.3965647591186876,0,0,0,0,Low
4562827002127,94403.94,64.17670972127804,3144.69,1471,608,2.419407894736842,61.299999999999955,home,13,-0.6615001294677024,0,0.9551751759513419,0,0,0,0,Low
4585132874641,125143.24,56.85744661517492,3234.47,2201,665,3.3097744360902257,32.21000000000014,gas_transport,22,-0.012636763173082028,0,0.5665045111505849,0,0,0,0,Low
4586260469584,188175.07,64.33335726495727,3261.47,2925,705,4.148936170212766,47.20285714285715,gas_transport,23,0.5989105966824717,0,0.7337228950830582,0,0,20,20,Low
4593569795412,8431.93,443.78578947368425,1165.94,19,2,9.5,430.6700000000001,grocery_pos,23,4.498550945448744,25,0.9704456749522352,0,25,20,70,Critical
4598025465633,4404.16,489.3511111111111,1106.38,9,2,4.5,482.1914285714286,grocery_pos,0,0.8547518124067005,0,0.9853690277244372,0,25,20,45,Medium
4600155880464,53171.89,72.24441576086956,1659.29,736,444,1.6576576576576576,59.415714285714294,kids_pets,1,-1.2166331001604431,0,0.8224263932368349,0,0,20,20,Low
4601636330889,100006.81,68.2174693042292,3069.47,1466,617,2.3760129659643434,58.794285714285714,grocery_pos,22,-0.6931246102356328,0,0.861865535528459,0,25,0,25,Low
4605902936394,57738.34,78.23623306233061,2664.53,738,448,1.6473214285714286,132.27285714285716,grocery_pos,6,-1.2241657286771082,0,1.690685401960441,0,25,0,25,Low
4613314721966,212637.94,96.91793072014585,1254.27,2194,676,3.2455621301775146,77.55285714285706,grocery_pos,18,-0.05943211209615546,0,0.8001910128146859,0,25,0,25,Low
4623560839669,193859.2,66.36740842177336,6934.27,2921,709,4.119887165021156,65.86999999999999,gas_transport,16,0.5777408486958876,0,0.9925052306003531,0,0,0,0,Low
4629125581019,8511.91,709.3258333333333,1197.23,12,2,6.0,628.9442857142857,shopping_net,22,1.9478915523193134,0,0.8866789508549113,0,25,0,25,Low
4640395708703,177478.9,60.84295509084676,1946.21,2917,697,4.185078909612626,56.96714285714283,gas_transport,3,0.6252499731806668,0,0.9362980935439967,0,0,20,20,Low
4642894980163,171496.72,58.6915537303217,4066.77,2922,702,4.162393162393163,92.51142857142845,home,16,0.6087175119705286,0,1.576230695757411,0,0,0,0,Low
4658117080136,98998.72,67.71458276333789,6684.7,1462,609,2.400656814449918,89.05000000000004,grocery_pos,22,-0.6751651634863216,0,1.3150786191983095,0,25,0,25,Low
4681699462969,215282.22,58.949129244249725,4051.62,3652,714,5.11484593837535,22.11714285714272,grocery_pos,22,1.3028268318480047,0,0.375190323261648,0,25,0,25,Low
4683638447911,278253.92,95.12954529914529,909.75,2925,704,4.154829545454546,75.88857142857141,grocery_pos,23,0.6032054518018097,0,0.7977392427340158,0,25,20,45,Medium
4687263141103,46115.18,62.31781081081081,3438.31,740,434,1.705069124423963,33.94857142857143,gas_transport,22,-1.1820815278605799,0,0.544765147986907,0,0,0,0,Low
4745996322265,332099.67,75.75266195255475,9931.82,4384,717,6.114365411436541,59.4414285714286,gas_transport,13,2.0312364697278067,0,0.7846777530888333,0,0,0,0,Low
4748866581408,7131.84,713.184,1002.39,10,2,5.0,736.2742857142857,shopping_net,22,1.219131725710905,0,1.0323763372625938,0,25,0,25,Low
4755696071492,230715.81,63.19249794576828,6358.87,3651,719,5.0778859527121005,217.06857142857143,home,19,1.2758918791046059,0,3.4350370452970447,30,0,0,30,Medium
4760122961662,47309.57,64.10510840108401,1148.19,738,445,1.658426966292135,61.88428571428572,gas_transport,6,-1.216072458933373,0,0.9653565411214445,0,0,0,0,Low
4783226709001,132950.72,60.37725703905541,2838.23,2202,670,3.2865671641791043,66.14142857142856,gas_transport,1,-0.029549290627085036,0,1.0954692514210205,0,0,20,20,Low
4788103653396,105449.34,71.97907167235495,1986.79,1465,585,2.5042735042735043,33.56285714285714,home,0,-0.5996534825767476,0,0.4662863296658444,0,0,20,20,Low
4806443445305,49080.02,66.05655450874832,4258.73,743,416,1.7860576923076923,41.129999999999995,gas_transport,19,-1.1230603131723702,0,0.6226482792794297,0,0,0,0,Low
4807552641361,47388.73,64.56230245231608,2309.93,734,439,1.671981776765376,22.205714285714294,gas_transport,16,-1.206194257603184,0,0.34394241596502567,0,0,0,0,Low
4809701904914,251414.61,86.10089383561643,1555.39,2920,705,4.141843971631205,92.09857142857143,shopping_pos,16,0.5937420872739014,0,1.069658714628512,0,0,0,0,Low
4844243189971,5858.01,585.801,1145.9,10,2,5.0,572.8785714285714,misc_net,23,1.219131725710905,0,0.9779405829429642,0,25,20,45,Medium
4862293128558,178256.06,61.13033607681756,10665.33,2916,702,4.153846153846154,75.05428571428571,gas_transport,18,0.6024887955037901,0,1.2277747928617806,0,0,0,0,Low
4883407061576,6267.82,696.4244444444444,1041.54,9,2,4.5,700.5442857142856,shopping_net,22,0.8547518124067005,0,1.0059157045716967,0,25,0,25,Low
4900628639996,223272.63,61.17058356164384,4152.73,3650,718,5.0835654596100275,72.52428571428571,grocery_pos,23,1.2800308755667604,0,1.1856072231385586,0,25,20,45,Medium
4917226033950,45906.99,61.78598923283984,1525.66,743,444,1.6734234234234233,100.33285714285715,gas_transport,19,-1.2051436434346348,0,1.6238771667918734,0,0,0,0,Low
4957924165498,99966.11,67.95792658055744,5186.92,1471,604,2.435430463576159,37.59571428571449,gas_transport,2,-0.6498235249785405,0,0.5532204435511797,0,0,20,20,Low
4975457191020,4008.75,572.6785714285714,839.06,7,2,3.5,572.6785714285714,grocery_pos,23,0.12599198579829185,0,1.0,0,25,20,45,Medium
4981132848794,138357.76,63.177059360730595,3498.36,2190,679,3.2253313696612667,67.90857142857139,gas_transport,8,-0.07417547762213256,0,1.074892882253741,0,0,0,0,Low
4988304376504,186605.94,63.75331055688418,2729.42,2927,703,4.163584637268848,43.24428571428573,gas_transport,9,0.6095858109943411,0,0.6783065120312587,0,0,0,0,Low
4990494243023,179296.51,61.29795213675214,4215.99,2925,700,4.178571428571429,56.20142857142854,gas_transport,23,0.6205075824254265,0,0.9168565443433812,0,0,20,20,Low
30011465039817,67161.01,90.39166890982503,1507.85,743,461,1.6117136659436009,42.29714285714283,shopping_pos,22,-1.2501152355956773,0,0.46793187212129667,0,0,0,0,Low
30026790933302,270245.19,92.54972260273972,637.45,2920,702,4.15954415954416,141.05285714285702,grocery_pos,15,0.6066412731482822,0,1.52407649829824,0,25,0,25,Low
30029052116970,167823.87,57.356073137388925,2754.99,2926,696,4.204022988505747,52.94428571428572,gas_transport,18,0.6390556568300735,0,0.9230807274316819,0,0,0,0,Low
30030380240193,273055.8,93.38433652530779,1047.73,2924,697,4.195121951219512,67.2442857142857,grocery_pos,16,0.6325689384407224,0,0.7200809923413873,0,25,0,25,Low
30033162392091,143212.2,97.29089673913045,1170.45,1472,612,2.4052287581699345,75.15714285714282,home,13,-0.6718333145736589,0,0.7724992304127317,0,0,0,0,Low
30042378430132,43525.22,58.89745602165088,1805.34,739,433,1.7066974595842956,53.80857142857139,home,19,-1.1808948626114757,0,0.9135975484032994,0,0,0,0,Low
30044330818990,313669.47,85.9368410958904,1471.85,3650,715,5.104895104895105,88.0685714285714,home,14,1.2955750641663324,0,1.0248057795178016,0,0,0,0,Low
30074693890476,259408.54,88.44478008864644,1746.85,2933,703,4.172119487908962,163.86000000000007,shopping_pos,17,0.6158056672669591,0,1.8526814113367285,0,0,0,0,Low
30082025922891,154036.13,70.17591343963554,4052.46,2195,668,3.285928143712575,32.49857142857143,home,1,-0.030014983071472236,0,0.4631015092739235,0,0,20,20,Low
30092964733035,123526.65,84.60729452054794,2018.47,1460,589,2.4787775891341255,56.86142857142863,shopping_pos,23,-0.6182338812729439,0,0.6720629573803371,0,0,20,20,Low
30103132002433,126113.55,85.84993192648061,1316.22,1469,613,2.396411092985318,68.52142857142857,shopping_pos,20,-0.6782592747246909,0,0.7981535574205036,0,0,0,0,Low
30118423745458,175362.42,60.0350633344745,3124.84,2921,708,4.125706214689266,34.781428571428634,gas_transport,13,0.5819815383230448,0,0.5793519093608712,0,0,0,0,Low
